id_campeonato,nombre_campeonato,nombre_torneo
1264,U20 2025,Campeonato Nacional
1265,Rolf Hoppe 2025,Escolar Atlético Francés
1266,Mixto Final 2025,Escolar Atlético Francés
1267,"Copa San Anselmo ""María Gracia Varas"" 2025","Copa San Anselmo ""María Gracia Varas"""
1268,Futuro Preparatorio 2025,Futuro Preparatorio
1269,Futuro Final 2025,Futuro Final
1270,1º Fecha 2025,Grand Prix de Atletismo Escolar UC
1271,2º Fecha 2025,Grand Prix de Atletismo Escolar UC
1272,3º Fecha 2025,Grand Prix de Atletismo Escolar UC
1273,4º Fecha 2025,Grand Prix de Atletismo Escolar UC
1274,Octogonal Final 2025,Grand Prix de Atletismo Escolar UC
1275,Copa Villa María 2025,Copa Villa María
1276,1º Fecha 2025,Copa Vitacura
1277,2º Fecha 2025,Copa Vitacura
1278,2025 2025,Copa San Benito
1279,Día del Niño 2025,Día del Niño
1280,Copa Santa Úrsula 2025,Copa Santa Úrsula
1281,New Balance Finals 2025,New Balance Finals
1282,Torneo Stanislav Vozniak 2025,Torneo Stanislav Vozniak
1285,2025 2025,Track and Field Old School
1286,1º Fecha 2025,Copa Atletismo Escolar RM
1287,2º Fecha 2025,Copa Atletismo Escolar RM
1288,3º Fecha 2025,Copa Atletismo Escolar RM
1289,4º Fecha 2025,Copa Atletismo Escolar RM
1290,5º Fecha 2025,Copa Atletismo Escolar RM
1291,6º Fecha 2025,Copa Atletismo Escolar RM
1292,Juegos Olímpicos para Padres 2025,Juegos Olímpicos para Padres
1293,The Grange School Intercolor 2025,The Grange School Intercolor
1294,Torneo Colegio Carampangue 2025,Torneo Colegio Carampangue
1295,Copa Nacional de Cross Country 2025,Copa Nacional de Cross Country
1296,Torneo Nido de Aguilas 2025,Torneo Nido de Aguilas
1297,Copa La Cruz 2025,Copa La Cruz
1298,Copa Atlética Campanario 2025,Copa Atlética Campanario
1299,Interescolar Boston Academy 2025,Interescolar Boston Academy
1300,Copa Instituto Inglés de Rancagua 2025,Copa Instituto Inglés de Rancagua
1301,Torneo Apertura 2025,Región de La Araucanía
1302,Torneo Día de la Mujer 2025,Región de La Araucanía
1303,Preparatorio C. Nacional Adulto 2025,Región de La Araucanía
1304,Campeonato de Otoño 2025,Región de La Araucanía
1305,Preparatorio Nacional U18 2025,Región de La Araucanía
1315,Torneo Día de la Mujer 2025,Región de Ñuble
1316,Torneo Categorias Menores 2025,Región de Ñuble
1317,Torneo Otoño Atlético Ñuble 2025,Región de Ñuble
1318,Gabriel Barrenechea 2025,Región del Bio Bío
1319,1° Control de Lanzamientos 2025,Región de Atacama
1320,2° Control de Lanzamientos 2025,Región de Atacama
1321,3° Control de Lanzamientos 2025,Región de Atacama
1322,Campeonato Fenaude Zona Costa 2025,Campeonato Fenaude Zona Costa
1323,4° Control de Lanzamientos 2025,Región de Atacama
1324,Torneo Colegio Puerto Varas 2025,Torneo Colegio Puerto Varas
1325,Meeting 2025,Región de Los Rios
1326,Meeting Saltos Horizontales 2025,Región de O'Higgins
1327,Torneo Club Atlético S-2000 2025,Torneo Club Atlético S-2000
1328,"Lanzamiento, Fondo y Medio Fondo 2025",Asociación Quinta Región
1329,Velocidad y Saltos 2025,Asociación Quinta Región
1330,1º Control Regional 2025,Región de Atacama
1331,Copa Nacional de Marcha en Ruta 2025,Copa Nacional de Marcha en Ruta
1332,Copa San Isidro 2025,Copa San Isidro
1333,Control Velocidad y Lanzamientos 2025,Región de Los Lagos
1334,"Medio Fondo, Fondo y Saltos 2025",Control de Marcas Gerardo Manzanares
1335,1º Marzo 2025,Meeting Club Manquehue
1336,Torneo Colegio Alemán de Puerto Varas 2025,Torneo Colegio Alemán de Puerto Varas
1337,Héctor Constanzo 2025,Región del Bio Bío
1338,Apertura Atlético Nancagua 2025,Región de O'Higgins
1339,Torneo de la Amistad (Colegios Regnum Christi) 2025,Torneo de la Amistad (Colegios Regnum Christi)
1340,XL Zurich Maratón Sevilla 2025 2025,Maratón de Sevilla
1341,Interescolar Soprole de Osorno 2025,Interescolar Soprole de Osorno
1342,Maratón de Houston 2025,Maratón de Houston
1343,Apertura 2025,Asociación Quinta Región
1344,Campeonato Lycee Claude Gay 2025,Campeonato Lycee Claude Gay
1345,Media Maratón 2025,Campeonato Nacional
1346,2º Marzo 2025,Meeting Club Manquehue
1347,Torneo Colegio Arrayanes 2025,Torneo Colegio Arrayanes
1348,Maratón 2025,Campeonato Nacional
1349,1º Control 2025,Región de Antofagasta
1350,Gregorio Corvalán 2025,Región del Bio Bío
1351,Regional Otoño 2025,Asociación Quinta Región
1353,Regional Invierno 2025,Asociación Quinta Región
1354,Cross Country Invierno 2025,Asociación Quinta Región
1355,Regional Invierno II Etapa 2025,Asociación Quinta Región
1356,Regional Primavera 2025,Asociación Quinta Región
1357,Regional Aniversario 2025,Asociación Quinta Región
1358,Clausura 2025,Asociación Quinta Región
1359,Interescolar Soprole de Temuco 2025,Interescolar Soprole de Temuco
1360,Preparatorio 2025,Interescolar Mixto
1361,Final 2025,Interescolar Mixto
1362,Interescolar Soprole de Iquique 2025,Interescolar Soprole de Iquique
1363,Interescolar Soprole Zona Sur 2025,Interescolar Soprole Zona Sur
1364,Interescolar Soprole de Puerto Montt 2025,Interescolar Soprole de Puerto Montt
1365,Carl Strutz 2025,Todo Competidor AARM
1366,Apertura Todo Competidor Abril 2025,Meeting UC
1367,Iº Selec Binacionales Araucanía 2025,Campeonato Atlético Gerardo Manzanares
1368,IIº Selec Binacionales Araucanía 2025,Campeonato Atlético Gerardo Manzanares
1369,2º Control 2025,Región de O'Higgins
1370,Festival de Relevos  2025,Festival de Relevos
1371,Juan Silva Rodríguez 2025,Región del Bio Bío
1372,Control Prep. Nacional U18 2025,Región de Los Rios
1373,XLIII Orlando Guaita 2025,Grand Prix Sudamericano
1374,Ciudad de Santiago 2025,Continental Tour - Bronze
1375,Campeonato Atlético Bajo Molle 2025,Campeonato Atlético Bajo Molle
1376,Abril 2025,Meeting UC
1377,Mes del Mar 2025,Región de Tarapacá
1378,Torneo Aniversario Antofagasta 2025,Torneo Aniversario Antofagasta
1379,Otoño 2025,Región del Bio Bío
1380,1º Zonal RM 2025,Liga Deportiva de Educación Superior RM
1381,Provincias Punilla e Itata 2025,Juegos Deportivos Escolares - Ñuble
1382,Interciudades IXº Versión 2025,Torneo Club Atlético Parral
1384,Cross Country Invierno A. Nahuen 2025,Región del Bio Bío
1385,Provincia Diguillin 2025,Juegos Deportivos Escolares - Ñuble
1386,Mayo 2025,Meeting UC
1387,1º Fecha 2025,Control de Marcas Zona Sur
1388,2º Fecha 2025,Control de Marcas Zona Sur
1389,3º Fecha 2025,Control de Marcas Zona Sur
1390,1º Fecha 2025,Torneo Interfacultades
1391,2º Fecha 2025,Torneo Interfacultades
1392,3º Fecha 2025,Torneo Interfacultades
1393,Regional 2025,Juegos Deportivos Escolares - RM
1394,Selectivo Binacionales RM 2025,Selectivo Binacionales RM
1395,Selectivo Juegos de la Araucanía 2025,Región de Ñuble
1396,1º Fecha 2025,Campeonato Manquehue
1397,Cross Country Invierno Cadecu A. 2025,Región del Bio Bío
1399,1º Fecha 2025,Fenaude RM
1400,Arena de Campeones Santo Tomás 2025,Arena de Campeones Santo Tomás
1401,Cross Country 2025,Campeonato Nacional
1402,Invierno 2025,Región de Antofagasta
1403,Torneo Atlético Perla del Norte 2025,Torneo Atlético Perla del Norte
1404,2º Selectivo JJAA 2025,Región de La Araucanía
1405,Invierno 2025,Meeting NCT - Talagante
1406,Regional U14 2025,Juegos Deportivos Escolares - Ñuble
1407,Regional 2025,Juegos Deportivos Escolares - O'Higgins
1408,Regional 2025,Juegos Deportivos Escolares - Valparaíso
1409,Copa Liceo Bicentenario de Coihueco 2025,Copa Liceo Bicentenario de Coihueco
1410,3º Selec Binacionales Araucanía 2025,Asociación Puerto Montt
1411,3º Control 2025,Región de O'Higgins
1412,Campeonato Los Mejores de Chile 2025,Campeonato Los Mejores de Chile
1413,Interescolar Soprole de Valdivia 2025,Interescolar Soprole de Valdivia
1415,Regional 2025,Juegos Deportivos Escolares - Los Rios
1416,Los Ríos 2025,Selectivo Binacionales La Araucanía
1417,Copa Ciudad de Chillán 2025,Copa Ciudad de Chillán
1418,Para Atletismo 2025,Juegos Deportivos Escolares - Valparaíso
1419,Para Atletismo 2025,Juegos Deportivos Escolares - Los Rios
1420,Control JDE y OE 2025,Juegos Deportivos Escolares - Araucanía
1421,U18 2024,Campeonato Sudamericano
1422,Torneo Promesas del Atletismo 2025,Torneo Promesas del Atletismo
1423,Aniversario 41º 2025,Campeonato Club Nilda Rojas
1424,Damas 2025,Juegos Nacionales Maristas
1425,Copa Atlético Limarí Ovalle 2025,Copa Atlético Limarí Ovalle
1426,Regional 2025,Juegos Deportivos Escolares - Araucanía
1427,Para Atletismo y OE 2025,Juegos Deportivos Escolares - Araucanía
1428,Araucanía 2025,Selectivo Binacionales La Araucanía
1429,2º Todo Competidor Agosto 2025,Meeting UC
1430,2º Fecha 2025,Campeonato Manquehue
1431,1º Control de Marcas 2025,Región de La Araucanía
1432,Control de Marcas Norte Grande 2025,Región de Tarapacá
1433,Control Regional de Lanzamientos 2025,Región de Atacama
1434,Campeonato Atlético Junior 2025,Campeonato Atlético Junior
1435,Campeonato Atlético Senior 2025,Campeonato Atlético Senior
1436,Evaluativo Lanzamientos Agosto 2025,Región de Los Rios
1437,Control de Lanzamientos Nocturno 2025,Región de Atacama
1438,Control Preparativo Nacionales 2025,Región de Atacama
1439,Torneo Aniversario Ciudad de Coronel 2025,Torneo Aniversario Ciudad de Coronel
1440,Torneo Atlético Desierto Florido 2025,Torneo Atlético Desierto Florido
1441,2º Selectivo JJAA 2025,Región de Ñuble
1442,Final Nacional 2025,Juegos Deportivos Escolares
1443,2º Control 2025,Región de Antofagasta
1444,U16 2025,Región del Bio Bío
1445,CODEFEN 2025,Campeonato de Atletismo Interescuelas Matrices - CODEFEN
1446,4º Selectivo Los Lagos 2025,Selectivo Binacionales La Araucanía
1447,Invierno Selectivo JJAA 2025,Región del Bio Bío
1449,2025 2025,Juegos Olimipicos Estudiantiles
1450,Liga Deportiva de Educación Superior Ñuble 2025,Liga Deportiva de Educación Superior Ñuble
1451,3º Selectivo JJAA 2025,Región de La Araucanía
1452,Torneo Mes de la Patria 2025,Región del Bio Bío
1453,Torneo Fiestas Patrias 2025,Torneo Club Atlético Búfalos de Tarapacá
1454,2º Zonal RM 2025,Liga Deportiva de Educación Superior RM
1455,Torneo Graciela Mardones Medina 2025,Torneo Graciela Mardones Medina
1456,Torneo Franklin Rubio Ortega 2025,Torneo Franklin Rubio Ortega
1457,Futuras Promesas en Acción 2025,Futuras Promesas en Acción
1458,2º Control Regional Lanzamientos 2025,Región de Atacama
1459,3º Control Regional Lanzamientos 2025,Región de Atacama
1460,Torneo Atlético Runnorth Chile 2025,Torneo Atlético Runnorth Chile
1461,Karsten Brodersen 2025,Karsten Brodersen
1462,Meeting Pruebas de Campo 2025,Región de Los Rios
1463,Control JJAA y Adulto 2025,Región de Los Rios
1464,Open 2025,Liga Deportiva de Educación Superior RM
1465,Cross Country Generación Dorada 2025,Región del Bio Bío
1466,Campeonato Nacional FENAUDE 2025,Campeonato Nacional FENAUDE
1467,Torneo Aniversario Club Atlético Chuquicamata 2025,Torneo Aniversario Club Atlético Chuquicamata
1468,Juvenil U17 2025,Juegos Deportivos Escolares - Ñuble
1469,Selectivo Final JJAA 2025,Región de La Araucanía
1470,Varones 2025,Juegos Nacionales Maristas
1471,4º Selectivo JJAA 2025,Región de La Araucanía
1472,5º Selectivo JJAA 2025,Región de La Araucanía
1473,3º Fecha 2025,Campeonato Manquehue
1474,Básica 2025,Olimpiadas CEAS
1475,Media 2025,Olimpiadas CEAS
1476,Todo Competidor Octubre 2025,Meeting UC
1477,2º Control Prep. Nacionales 2025,Región de Atacama
1479,Torneo Atlético Primavera 2025,Región del Bio Bío
1480,2025 2025,Torneo Club Sporting Coquimbo
1481,Meeting Nacional Fondo y Medio Fondo 2025,Meeting Nacional Fondo y Medio Fondo
1482,Torneo Aniversario Ciudad de Concepción 2025,Torneo Aniversario Ciudad de Concepción
1483,Torneo Club Endurance Runners 2025,Torneo Club Endurance Runners
1484,Interescolar Crecer en Movimiento 2025,Interescolar Crecer en Movimiento
1485,Campeonato Aniversario Club Atlético Volcanes 2025,Campeonato Aniversario Club Atlético Volcanes
1486,"Juegos Binacionales de Integración Andina ""Cristo Redentor"" 2025","Juegos Binacionales de Integración Andina ""Cristo Redentor"""
1487,Regional U12 2025,Juegos Deportivos Escolares - Ñuble
1488,Torneo Aniversario Club Atlético Rautén 2025,Torneo Aniversario Club Atlético Rautén
1489,Encuentro Atlético FEASC 2025,Encuentro Atlético FEASC
1490,Torneo Atlético Raúl Guarda 2025,Torneo Atlético Raúl Guarda
1491,Torneo Asociación 2025,Región de Coquimbo
1492,Torneo Final Control Marcas JJAA 2025,Región del Bio Bío
1493,Huinganal 2025,Copa Lo Barnechea
1494,Copa Colegio Inglés de Talca 2025,Copa Colegio Inglés de Talca
1495,Campeonato Zonal Norte Copiapó 2025,Región de Atacama
1496,3º Control 2025,Región de Antofagasta
1497,Torneo Aniversario Copiapó 2025,Torneo Aniversario Copiapó
1499,Milla y 5K 2026,Campeonato Nacional
1500,Copa Nacional de Marcha en Ruta 2026,Copa Nacional de Marcha en Ruta
1501,Torneo Apertura 2026,Región de La Araucanía
1503,Adulto 2026,Campeonato Nacional
1504,U20 y U23 2026,Campeonato Nacional
1505,Asociaciones 2026,Campeonato Nacional
1509,Orlando Guaita 2026,Continental Tour - Bronze
1510,Meeting Internacional MDC Los Ríos 2026,Meeting Internacional MDC Los Ríos
1511,1º Velocidad y Lanzamientos 2026,Meeting Gerardo Manzanares
1512,"Promo, 1/2 Fondo, Fondo y Saltos 2026",Meeting Gerardo Manzanares
1513,"Promocional, Velocidad y Lanz 2026",Meeting Gerardo Manzanares
1514,"2º Medio Fondo, Fondo y Saltos 2026",Meeting Gerardo Manzanares
1519,Copa Nacional de Cross Country 2026,Copa Nacional de Cross Country
1520,Selectivo Regional Cross Country 2026,Región del Bio Bío
1522,Aniversario 2026,Torneo Atlético Maullín
1523,1º Torneo 2026,Torneo Atlético Maullín
1525,Control Short Track 2026,Asociación Quinta Región
1526,Evaluativo Velocidad y Vallas 2026,Región de Los Rios
1527,Evaluativo Medio Fondo 2026,Región de Los Rios
1528,Torneo Tormenta del Desierto 2026,Torneo Tormenta del Desierto
1529,"Velocidad, Saltos y Lanzamientos 2026",Meeting Club Bajo Molle
1530,"Meeting Medio Fondo, Fondo, Lanz 2026",Región de Tarapacá
1532,Mes del Mar 2026,Región de Tarapacá
1533,Campeonato Atlético Bajo Molle 2026,Campeonato Atlético Bajo Molle
1536,Meeting Apertura 2026,Club Atlético Quilamapu
1537,1º Fecha 2026,Circuito de Verano UC
1538,2º Fecha 2026,Circuito de Verano UC
1539,3º Fecha 2026,Circuito de Verano UC
1540,4º Fecha 2026,Circuito de Verano UC
1541,Copa Padre Hurtado de Chillán 2026,Copa Padre Hurtado de Chillán
1542,Control de Verano Los Rayos 2026,Control de Verano Los Rayos
1543,"Control Lanz, M. Fondo y Fondo 2026",Asociación Quinta Región
1544,Control Velocidad y Saltos 2026,Asociación Quinta Región
1545,Apertura 2026,Asociación Quinta Región
1546,Regional Otoño I Etapa 2026,Asociación Quinta Región
1547,Regional Otoño II Etapa 2026,Asociación Quinta Región
1548,Regional Invierno I Etapa 2026,Asociación Quinta Región
1554,Torneo Solidario de Apertura 2026,Región del Bio Bío
1555,Torneo de Apertura 2026,Club Atlético Nancagua
1556,Torneo Mario Correa Letelier 2026,Torneo Mario Correa Letelier
1557,Carlos Strutz 2026,Todo Competidor AARM
1559,Club Cronos 2026,Todo Competidor AARM
1572,Metropolitano U20 2026,Metropolitano U20
1579,Evaluativo Lanzamientos 2026,Región de La Araucanía
1580,Torneo Doctor Juan Sanhueza 2026,Torneo Doctor Juan Sanhueza
1581,Evaluativo Lanz. y Saltos 2026,Región de Los Rios
1582,Interescolar Soprole de Osorno 2026,Interescolar Soprole de Osorno
1583,Interescolar Soprole de Temuco 2026,Interescolar Soprole de Temuco
1584,Preparatorio 2026,Interescolar Mixto
1585,Interescolar Soprole de Iquique 2026,Interescolar Soprole de Iquique
1589,Interescolar Soprole Zona Sur 2026,Interescolar Soprole Zona Sur
1590,2026,Maratón de Sevilla
1591,Zona Sur Interclubes Coronel 2026,Zona Sur Interclubes Coronel
1592,Promesas Chile Puerto Varas 2026,Promesas Chile Puerto Varas
1595,10 Km Valencia 2026,10 Km Valencia
1596,1º Fecha 2026,Grand Prix de Atletismo Escolar UC
1597,2º Fecha 2026,Grand Prix de Atletismo Escolar UC
1598,3º Fecha 2026,Grand Prix de Atletismo Escolar UC
1599,4º Fecha 2026,Grand Prix de Atletismo Escolar UC
1600,Octogonal Final 2026,Grand Prix de Atletismo Escolar UC
1601,Apertura 2026,Atletismo UC Kids
1602,Clausura 2026,Atletismo UC Kids
1603,Campeonato Regional de Trail 2026,Campeonato Regional de Trail
1604,1º Control de Marcas 2026,Región de Atacama
1605,Campeonato de Colores La Maisonnette 2026,Campeonato de Colores La Maisonnette
1606,Torneo Nido de Aguilas 2026,Torneo Nido de Aguilas
1607,Rolf Hoppe 2026,Escolar Atlético Francés
1608,Futuro Preparatorio 2026,Futuro Preparatorio
1620,Todo Competidor 2026,Torneo Club Sporting Coquimbo
1621,1º Fecha 2026,Circuito de Apertura UC
1622,2º Fecha 2026,Circuito de Apertura UC
1623,Regional 2026,Regional
1624,Selectivo Binacionales RM 2026,Selectivo Binacionales RM
1625,10 km Facsa Castellón 2026,10 km Facsa Castellón
1626,1º Evaluativo Regional 2026,Región de La Araucanía
1627,Preparatorio Nacional Adulto 2026,Región de La Araucanía
1628,2º Torneo 2026,Región de O'Higgins
1630,Copa Instituto Inglés de Rancagua 2026,Copa Instituto Inglés de Rancagua
1633,Torneo Colegio Carampangue 2026,Torneo Colegio Carampangue
1634,1º Fecha 2026,Copa Atletismo Escolar RM
1635,2º Fecha 2026,Copa Atletismo Escolar RM
1640,Apertura 2026,Región de Antofagasta
1641,Apertura 2026,Región de Atacama
1642,Héctor Constanzo Toro 2026,Región del Bio Bío
1643,Copa Ciudad de Chillán 2026,Copa Ciudad de Chillán
1644,Torneo de la Amistad (Colegios Regnum Christi) 2026,Torneo de la Amistad (Colegios Regnum Christi)
1645,Preparatorio Nacional Adulto 2026,Región de Los Rios
1646,Copa La Cruz 2026,Copa La Cruz
1647,Festival de Relevos  2026,Festival de Relevos
1648,1º Fecha 2026,Meeting Deportivo Portuario
1649,Campeonato Lycee Claude Gay 2026,Campeonato Lycee Claude Gay
1650,2º Control de Marcas 2026,Región de Atacama
1651,3º Control de Marcas 2026,Región de Atacama
1652,Campeonato Los Rayos del Maule 2026,Campeonato Los Rayos del Maule
1653,1º Fecha 2026,Torneo ADRABB Kid's
1654,1º Fecha 2026,Meeting Atlético Ñuble
1655,Juegos Deportivos Regionales U12 2026,Club Atlético Ñuble
1656,Otoño 2026,Campeonato Club Nilda Rojas
1657,Torneo Colegio Arrayanes 2026,Torneo Colegio Arrayanes
1658,Otoño de Valdivia 2026,Región de Los Rios
1659,Gregorio Corvalán 2026,Región del Bio Bío
1660,Dragon's Cup 2026,Dragon's Cup
1661,3º Torneo 2026,Región de O'Higgins
1663,Torneo Club Atlético Valparaíso  2026,Torneo Club Atlético Valparaíso
1664,Juan Silva 2026,Región del Bio Bío
1665,Otoño 2026,Meeting Club Bajo Molle
1667,Torneo Otoño y Regional 10.000m 2026,Región de La Araucanía
1668,1º Fecha 2026,Control de Marcas Club Atlético Atacama
1669,Otoño 2026,Región del Bio Bío
1670,Preparatorio Nacional U20 y U23 2026,Región de La Araucanía
1672,Campeonato Lanzamientos del Tamarugal 2026,Campeonato Lanzamientos del Tamarugal
1673,"Meeting Interescolar Master ""Alberto Labra"" 2026","Meeting Interescolar Master ""Alberto Labra"""
1675,Torneo Promesas del Atletismo 2026,Torneo Promesas del Atletismo
1676,1º Fecha Escuelas Formativas 2026,Campeonato Manquehue
1677,1º Zonal 2026,Liga Deportiva de Educación Superior RM
1680,IIº Torneo 2026,Región de Antofagasta
1681,Aniversario 2026,Torneo Club Atlético Liceo
1682,Para Atletismo y OE 2026,Para Atletismo y OE
1683,Provincias Punilla e Itata 2026,Provincias Punilla e Itata
1684,Provincia Diguillín 2026,Provincia Diguillín
1685,1º Invierno 2026,Campeonato Club Atlético Volcanes
1686,1º Fecha Invierno 2026,Región de Los Rios
1687,Campeonato Fenaude Zona Costa 2026,Campeonato Fenaude Zona Costa
1688,Torneo Aniversario San Fernando 2026,Región de O'Higgins
1689,1º Fecha 2026,Circuito de Invierno UC
1690,2º Fecha 2026,Circuito de Invierno UC
1691,2º Fecha Invierno 2026,Región de Los Rios
1692,Torneo Franklin Rubio Ortega 2026,Torneo Franklin Rubio Ortega
1693,1º Fecha 2026,Torneo Interfacultades
1694,1º Fecha 2026,Fenaude RM
1695,Regional 2026,Regional
1696,Para Atletismo y OE 2026,Para Atletismo y OE
1697,1º Fecha 2026,Torneo Atlético Unlimited
